id_linha,id_pedido,data_pedido,data_envio,modo_envio,id_cliente,nome_cliente,segmento,pais,cidade,estado,codigo_postal,regiao,id_produto,categoria,subcategoria,nome_produto,vendas
8290,CA-2015-156244,2015-08-12,2015-08-16,Classe padrao,DH-13675,Duane Huffman,Home office,Estados Unidos,Miami,Florida,33180.0,Sul,OFF-AP-10002403,Material de escritorio,Eletrodomesticos,Acco Smartsocket Color-Coded Six-Outlet AC Adapter Model Surge Protectors,211.248
8291,CA-2015-156244,2015-08-12,2015-08-16,Classe padrao,DH-13675,Duane Huffman,Home office,Estados Unidos,Miami,Florida,33180.0,Sul,OFF-SU-10000432,Material de escritorio,Suprimentos,Acco Side-Punched Conventional Columnar Pads,5.552
8292,CA-2015-156244,2015-08-12,2015-08-16,Classe padrao,DH-13675,Duane Huffman,Home office,Estados Unidos,Miami,Florida,33180.0,Sul,OFF-LA-10000443,Material de escritorio,Etiquetas,Avery 501,2.952
8293,CA-2016-106362,2016-12-11,2016-12-15,Classe padrao,LC-16885,Lena Creighton,Consumidor,Estados Unidos,Troy,Ohio,45373.0,Leste,OFF-BI-10003166,Material de escritorio,Pastas,GBC Plasticlear Binding Covers,10.332
8294,US-2018-168802,2018-11-03,2018-11-07,Classe padrao,JO-15145,Jack O'Briant,Corporativo,Estados Unidos,Seattle,Washington,98103.0,Oeste,OFF-BI-10002393,Material de escritorio,Pastas,Binder Posts,18.368
8295,US-2018-146906,2018-03-13,2018-03-17,Classe padrao,MT-17815,Meg Tillman,Consumidor,Estados Unidos,New York City,New York,10011.0,Leste,TEC-PH-10001809,Tecnologia,Telefones,Panasonic KX T7736-B Digital phone,299.9
8296,CA-2017-166380,2017-05-30,2017-06-03,Classe padrao,EB-13750,Edward Becker,Corporativo,Estados Unidos,Arlington,Virginia,22204.0,Sul,OFF-EN-10002600,Material de escritorio,Envelopes,"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",26.55
8297,CA-2017-166380,2017-05-30,2017-06-03,Classe padrao,EB-13750,Edward Becker,Corporativo,Estados Unidos,Arlington,Virginia,22204.0,Sul,TEC-AC-10000109,Tecnologia,Acessorios,Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,111.98
8298,US-2016-158911,2016-07-05,2016-07-11,Classe padrao,RS-19765,Roland Schwarz,Corporativo,Estados Unidos,Charlotte,North Carolina,28205.0,Sul,FUR-FU-10003829,Moveis,Mobiliario,Stackable Trays,4.928
8299,US-2016-158911,2016-07-05,2016-07-11,Classe padrao,RS-19765,Roland Schwarz,Corporativo,Estados Unidos,Charlotte,North Carolina,28205.0,Sul,OFF-LA-10003223,Material de escritorio,Etiquetas,Avery 508,11.784
8300,US-2015-103338,2015-03-11,2015-03-15,Classe padrao,RB-19435,Richard Bierner,Consumidor,Estados Unidos,Roseville,California,95661.0,Oeste,OFF-AR-10001770,Material de escritorio,Arte,Economy #2 Pencils,7.98
8301,CA-2016-109169,2016-04-20,2016-04-24,Classe padrao,OT-18730,Olvera Toch,Consumidor,Estados Unidos,Detroit,Michigan,48234.0,Centro,OFF-EN-10003296,Material de escritorio,Envelopes,Tyvek Side-Opening Peel & Seel Expanding Envelopes,180.96
8302,US-2018-167318,2018-07-26,2018-08-01,Classe padrao,GZ-14545,George Zrebassa,Corporativo,Estados Unidos,Los Angeles,California,90036.0,Oeste,TEC-AC-10003870,Tecnologia,Acessorios,Logitech Z-906 Speaker sys - home theater - 5.1-CH,1649.95
8303,US-2018-167318,2018-07-26,2018-08-01,Classe padrao,GZ-14545,George Zrebassa,Corporativo,Estados Unidos,Los Angeles,California,90036.0,Oeste,FUR-CH-10000665,Moveis,Cadeiras,"Global Airflow Leather Mesh Back Chair, Black",362.352
8304,US-2015-120313,2015-10-31,2015-11-02,Segunda classe,NL-18310,Nancy Lomonaco,Home office,Estados Unidos,San Francisco,California,94110.0,Oeste,TEC-PH-10003092,Tecnologia,Telefones,Motorola L804,73.584
8305,CA-2018-135419,2018-11-03,2018-11-09,Classe padrao,BG-11740,Bruce Geld,Consumidor,Estados Unidos,Bakersfield,California,93309.0,Oeste,FUR-TA-10001086,Moveis,Mesas,"SAFCO PlanMaster Boards, 60w x 37-1/2d, White Melamine",486.368
8306,CA-2017-128671,2017-08-11,2017-08-16,Classe padrao,MT-18070,Michelle Tran,Home office,Estados Unidos,Tulsa,Oklahoma,74133.0,Centro,OFF-PA-10001870,Material de escritorio,Papel,Xerox 202,32.4
8307,CA-2017-128671,2017-08-11,2017-08-16,Classe padrao,MT-18070,Michelle Tran,Home office,Estados Unidos,Tulsa,Oklahoma,74133.0,Centro,OFF-BI-10003305,Material de escritorio,Pastas,Avery Hanging File Binders,41.86
8308,CA-2017-128671,2017-08-11,2017-08-16,Classe padrao,MT-18070,Michelle Tran,Home office,Estados Unidos,Tulsa,Oklahoma,74133.0,Centro,OFF-BI-10003007,Material de escritorio,Pastas,"Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11""",77.56
8309,CA-2017-149335,2017-07-25,2017-07-25,Mesmo dia,BC-11125,Becky Castell,Home office,Estados Unidos,San Francisco,California,94122.0,Oeste,OFF-AR-10001419,Material de escritorio,Arte,Newell 325,37.17
8310,CA-2015-168312,2015-03-01,2015-03-07,Classe padrao,GW-14605,Giulietta Weimer,Consumidor,Estados Unidos,Houston,Texas,77036.0,Centro,OFF-ST-10003692,Material de escritorio,Armazenamento,Recycled Steel Personal File for Hanging File Folders,137.352
8311,CA-2015-168312,2015-03-01,2015-03-07,Classe padrao,GW-14605,Giulietta Weimer,Consumidor,Estados Unidos,Houston,Texas,77036.0,Centro,FUR-TA-10001866,Moveis,Mesas,Bevis Round Conference Room Tables and Bases,376.509
8312,US-2018-105935,2018-01-26,2018-01-31,Classe padrao,BD-11500,Bradley Drucker,Consumidor,Estados Unidos,Columbus,Georgia,31907.0,Sul,FUR-FU-10002157,Moveis,Mobiliario,Artistic Insta-Plaque,62.72
8313,US-2018-105935,2018-01-26,2018-01-31,Classe padrao,BD-11500,Bradley Drucker,Consumidor,Estados Unidos,Columbus,Georgia,31907.0,Sul,TEC-PH-10001459,Tecnologia,Telefones,Samsung Galaxy Mega 6.3,2939.93
8314,CA-2015-161508,2015-07-12,2015-07-16,Classe padrao,PV-18985,Paul Van Hugh,Home office,Estados Unidos,League City,Texas,77573.0,Centro,FUR-CH-10002126,Moveis,Cadeiras,Hon Deluxe Fabric Upholstered Stacking Chairs,512.358
8315,CA-2015-161508,2015-07-12,2015-07-16,Classe padrao,PV-18985,Paul Van Hugh,Home office,Estados Unidos,League City,Texas,77573.0,Centro,OFF-FA-10001561,Material de escritorio,Fixadores,Stockwell Push Pins,3.488
8316,CA-2015-161508,2015-07-12,2015-07-16,Classe padrao,PV-18985,Paul Van Hugh,Home office,Estados Unidos,League City,Texas,77573.0,Centro,OFF-AR-10003158,Material de escritorio,Arte,Fluorescent Highlighters by Dixon,22.288
8317,CA-2015-161508,2015-07-12,2015-07-16,Classe padrao,PV-18985,Paul Van Hugh,Home office,Estados Unidos,League City,Texas,77573.0,Centro,OFF-PA-10001804,Material de escritorio,Papel,Xerox 195,16.032
8318,CA-2018-130904,2018-04-11,2018-04-16,Classe padrao,HM-14980,Henry MacAllister,Consumidor,Estados Unidos,Burlington,North Carolina,27217.0,Sul,OFF-AR-10000422,Material de escritorio,Arte,Pencil and Crayon Sharpener,1.752
8319,CA-2018-130904,2018-04-11,2018-04-16,Classe padrao,HM-14980,Henry MacAllister,Consumidor,Estados Unidos,Burlington,North Carolina,27217.0,Sul,OFF-AR-10000127,Material de escritorio,Arte,Newell 321,20.992
8320,CA-2018-133620,2018-11-13,2018-11-18,Classe padrao,EM-14065,Erin Mull,Consumidor,Estados Unidos,New York City,New York,10009.0,Leste,OFF-ST-10004634,Material de escritorio,Armazenamento,"Personal Folder Holder, Ebony",11.21
8321,CA-2016-142937,2016-12-05,2016-12-06,Primeira classe,SF-20065,Sandra Flanagan,Consumidor,Estados Unidos,Dallas,Texas,75220.0,Centro,OFF-AR-10003582,Material de escritorio,Arte,"Boston Electric Pencil Sharpener, Model 1818, Charcoal Black",45.04
8322,US-2017-149790,2017-09-26,2017-10-01,Classe padrao,SC-20380,Shahid Collister,Consumidor,Estados Unidos,Houston,Texas,77095.0,Centro,OFF-BI-10002026,Material de escritorio,Pastas,Ibico Recycled Linen-Style Covers,15.624
8323,CA-2017-130778,2017-11-19,2017-11-25,Classe padrao,ND-18370,Natalie DeCherney,Consumidor,Estados Unidos,Long Beach,New York,11561.0,Leste,OFF-AP-10000595,Material de escritorio,Eletrodomesticos,Disposable Triple-Filter Dust Bags,8.74
8324,CA-2017-130778,2017-11-19,2017-11-25,Classe padrao,ND-18370,Natalie DeCherney,Consumidor,Estados Unidos,Long Beach,New York,11561.0,Leste,OFF-PA-10001509,Material de escritorio,Papel,"Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4""",44.75
8325,CA-2018-144456,2018-09-08,2018-09-09,Primeira classe,FC-14245,Frank Carlisle,Home office,Estados Unidos,Hialeah,Florida,33012.0,Sul,OFF-ST-10001321,Material de escritorio,Armazenamento,"Decoflex Hanging Personal Folder File, Blue",61.68
8326,CA-2018-144456,2018-09-08,2018-09-09,Primeira classe,FC-14245,Frank Carlisle,Home office,Estados Unidos,Hialeah,Florida,33012.0,Sul,TEC-PH-10001750,Tecnologia,Telefones,Samsung Rugby III,158.376
8327,CA-2018-103478,2018-07-21,2018-07-24,Segunda classe,KL-16555,Kelly Lampkin,Corporativo,Estados Unidos,Aurora,Illinois,60505.0,Centro,OFF-BI-10001890,Material de escritorio,Pastas,Avery Poly Binder Pockets,2.864
8328,CA-2018-103478,2018-07-21,2018-07-24,Segunda classe,KL-16555,Kelly Lampkin,Corporativo,Estados Unidos,Aurora,Illinois,60505.0,Centro,OFF-BI-10004224,Material de escritorio,Pastas,Catalog Binders with Expanding Posts,94.192
8329,CA-2018-118577,2018-10-06,2018-10-11,Classe padrao,XP-21865,Xylona Preis,Consumidor,Estados Unidos,Belleville,New Jersey,7109.0,Leste,OFF-PA-10001357,Material de escritorio,Papel,Xerox 1886,143.7
8330,CA-2018-118577,2018-10-06,2018-10-11,Classe padrao,XP-21865,Xylona Preis,Consumidor,Estados Unidos,Belleville,New Jersey,7109.0,Leste,OFF-PA-10004888,Material de escritorio,Papel,Xerox 217,6.48
8331,CA-2018-113572,2018-11-07,2018-11-11,Classe padrao,FP-14320,Frank Preis,Consumidor,Estados Unidos,New York City,New York,10024.0,Leste,TEC-AC-10002370,Tecnologia,Acessorios,Maxell CD-R Discs,7.88
8332,CA-2017-153269,2017-03-09,2017-03-12,Primeira classe,PS-18760,Pamela Stobb,Consumidor,Estados Unidos,Andover,Massachusetts,1810.0,Leste,OFF-ST-10004634,Material de escritorio,Armazenamento,"Personal Folder Holder, Ebony",11.21
8333,CA-2017-153269,2017-03-09,2017-03-12,Primeira classe,PS-18760,Pamela Stobb,Consumidor,Estados Unidos,Andover,Massachusetts,1810.0,Leste,FUR-CH-10002647,Moveis,Cadeiras,"Situations Contoured Folding Chairs, 4/Set",354.9
8334,CA-2017-153269,2017-03-09,2017-03-12,Primeira classe,PS-18760,Pamela Stobb,Consumidor,Estados Unidos,Andover,Massachusetts,1810.0,Leste,OFF-PA-10001801,Material de escritorio,Papel,Xerox 193,17.94
8335,CA-2017-153269,2017-03-09,2017-03-12,Primeira classe,PS-18760,Pamela Stobb,Consumidor,Estados Unidos,Andover,Massachusetts,1810.0,Leste,OFF-BI-10004632,Material de escritorio,Pastas,GBC Binding covers,51.8
8336,CA-2018-161655,2018-05-13,2018-05-18,Segunda classe,CW-11905,Carl Weiss,Home office,Estados Unidos,Newark,Delaware,19711.0,Leste,OFF-BI-10002082,Material de escritorio,Pastas,GBC Twin Loop Wire Binding Elements,299.52
8337,CA-2017-101469,2017-07-02,2017-07-08,Classe padrao,KH-16360,Katherine Hughes,Consumidor,Estados Unidos,Arlington,Virginia,22204.0,Sul,OFF-AR-10003986,Material de escritorio,Arte,Avery Hi-Liter Pen Style Six-Color Fluorescent Set,7.7
8338,CA-2015-153087,2015-12-27,2016-01-03,Classe padrao,TC-20980,Tamara Chand,Corporativo,Estados Unidos,Decatur,Alabama,35601.0,Sul,OFF-PA-10001243,Material de escritorio,Papel,Xerox 1983,23.92
8339,CA-2015-153087,2015-12-27,2016-01-03,Classe padrao,TC-20980,Tamara Chand,Corporativo,Estados Unidos,Decatur,Alabama,35601.0,Sul,TEC-AC-10003198,Tecnologia,Acessorios,Enermax Acrylux Wireless Keyboard,498.0
8340,CA-2018-135076,2018-04-13,2018-04-17,Classe padrao,YS-21880,Yana Sorensen,Corporativo,Estados Unidos,Hesperia,California,92345.0,Oeste,FUR-CH-10003774,Moveis,Cadeiras,"Global Wood Trimmed Manager's Task Chair, Khaki",436.704
8341,CA-2015-161634,2015-11-14,2015-11-20,Classe padrao,CC-12220,Chris Cortes,Consumidor,Estados Unidos,Chesapeake,Virginia,23320.0,Sul,OFF-PA-10002262,Material de escritorio,Papel,Xerox 192,32.4
8342,CA-2018-141481,2018-06-11,2018-06-14,Primeira classe,ZD-21925,Zuschuss Donatelli,Consumidor,Estados Unidos,Los Angeles,California,90036.0,Oeste,OFF-AP-10004532,Material de escritorio,Eletrodomesticos,Kensington 6 Outlet Guardian Standard Surge Protector,61.44
8343,CA-2017-132549,2017-11-25,2017-11-30,Classe padrao,JK-15370,Jay Kimmel,Consumidor,Estados Unidos,Huntsville,Alabama,35810.0,Sul,OFF-ST-10001325,Material de escritorio,Armazenamento,Sterilite Officeware Hinged File Box,73.36
8344,US-2015-155544,2015-03-21,2015-03-25,Classe padrao,GM-14440,Gary McGarr,Consumidor,Estados Unidos,Knoxville,Tennessee,37918.0,Sul,OFF-LA-10004544,Material de escritorio,Etiquetas,Avery 505,59.2
8345,US-2015-155544,2015-03-21,2015-03-25,Classe padrao,GM-14440,Gary McGarr,Consumidor,Estados Unidos,Knoxville,Tennessee,37918.0,Sul,FUR-FU-10001473,Moveis,Mobiliario,DAX Wood Document Frame,32.952
8346,US-2015-155544,2015-03-21,2015-03-25,Classe padrao,GM-14440,Gary McGarr,Consumidor,Estados Unidos,Knoxville,Tennessee,37918.0,Sul,FUR-CH-10000422,Moveis,Cadeiras,Global Highback Leather Tilter in Burgundy,218.376
8347,US-2016-115238,2016-04-30,2016-05-04,Classe padrao,JW-15220,Jane Waco,Corporativo,Estados Unidos,Lawrence,Massachusetts,1841.0,Leste,FUR-FU-10002960,Moveis,Mobiliario,"Eldon 200 Class Desk Accessories, Burgundy",31.4
8348,US-2016-115238,2016-04-30,2016-05-04,Classe padrao,JW-15220,Jane Waco,Corporativo,Estados Unidos,Lawrence,Massachusetts,1841.0,Leste,FUR-FU-10002445,Moveis,Mobiliario,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",9.48
8349,US-2016-115238,2016-04-30,2016-05-04,Classe padrao,JW-15220,Jane Waco,Corporativo,Estados Unidos,Lawrence,Massachusetts,1841.0,Leste,TEC-PH-10001300,Tecnologia,Telefones,"iKross Bluetooth Portable Keyboard + Cell Phone Stand Holder + Brush for Apple iPhone 5S 5C 5, 4S 4",209.5
8350,US-2016-115238,2016-04-30,2016-05-04,Classe padrao,JW-15220,Jane Waco,Corporativo,Estados Unidos,Lawrence,Massachusetts,1841.0,Leste,FUR-FU-10001025,Moveis,Mobiliario,"Eldon Imàge Series Desk Accessories, Clear",24.3
8351,US-2016-115238,2016-04-30,2016-05-04,Classe padrao,JW-15220,Jane Waco,Corporativo,Estados Unidos,Lawrence,Massachusetts,1841.0,Leste,OFF-PA-10002689,Material de escritorio,Papel,Weyerhaeuser First Choice Laser/Copy Paper (20Lb. and 88 Bright),6.48
8352,CA-2018-132199,2018-05-03,2018-05-08,Classe padrao,BO-11350,Bill Overfelt,Corporativo,Estados Unidos,Philadelphia,Pennsylvania,19134.0,Leste,FUR-FU-10004245,Moveis,Mobiliario,"Career Cubicle Clock, 8 1/4"", Black",32.448
8353,CA-2018-132199,2018-05-03,2018-05-08,Classe padrao,BO-11350,Bill Overfelt,Corporativo,Estados Unidos,Philadelphia,Pennsylvania,19134.0,Leste,OFF-BI-10003684,Material de escritorio,Pastas,Wilson Jones Legal Size Ring Binders,26.388
8354,CA-2018-132199,2018-05-03,2018-05-08,Classe padrao,BO-11350,Bill Overfelt,Corporativo,Estados Unidos,Philadelphia,Pennsylvania,19134.0,Leste,FUR-TA-10003748,Moveis,Mesas,Bevis 36 x 72 Conference Tables,373.47
8355,CA-2018-132199,2018-05-03,2018-05-08,Classe padrao,BO-11350,Bill Overfelt,Corporativo,Estados Unidos,Philadelphia,Pennsylvania,19134.0,Leste,OFF-BI-10002133,Material de escritorio,Pastas,"Wilson Jones Elliptical Ring 3 1/2"" Capacity Binders, 800 sheets",64.2
8356,CA-2018-132199,2018-05-03,2018-05-08,Classe padrao,BO-11350,Bill Overfelt,Corporativo,Estados Unidos,Philadelphia,Pennsylvania,19134.0,Leste,OFF-FA-10002280,Material de escritorio,Fixadores,Advantus Plastic Paper Clips,8.0
8357,CA-2017-163174,2017-08-26,2017-08-30,Classe padrao,XP-21865,Xylona Preis,Consumidor,Estados Unidos,Athens,Georgia,30605.0,Sul,FUR-FU-10000308,Moveis,Mobiliario,Deflect-o Glass Clear Studded Chair Mats,186.54
8358,CA-2015-110555,2015-04-11,2015-04-18,Classe padrao,MM-18055,Michelle Moray,Consumidor,Estados Unidos,Great Falls,Montana,59405.0,Oeste,OFF-ST-10000876,Material de escritorio,Armazenamento,Eldon Simplefile Box Office,87.08
8359,CA-2015-110555,2015-04-11,2015-04-18,Classe padrao,MM-18055,Michelle Moray,Consumidor,Estados Unidos,Great Falls,Montana,59405.0,Oeste,TEC-PH-10000586,Tecnologia,Telefones,AT&T SB67148 SynJ,105.584
8360,CA-2015-110555,2015-04-11,2015-04-18,Classe padrao,MM-18055,Michelle Moray,Consumidor,Estados Unidos,Great Falls,Montana,59405.0,Oeste,TEC-AC-10003399,Tecnologia,Acessorios,Memorex Mini Travel Drive 64 GB USB 2.0 Flash Drive,217.44
8361,CA-2018-147207,2018-01-02,2018-01-04,Segunda classe,TS-21655,Trudy Schmidt,Consumidor,Estados Unidos,El Paso,Texas,79907.0,Centro,OFF-AR-10001955,Material de escritorio,Arte,Newell 319,31.744
8362,CA-2018-147207,2018-01-02,2018-01-04,Segunda classe,TS-21655,Trudy Schmidt,Consumidor,Estados Unidos,El Paso,Texas,79907.0,Centro,OFF-AP-10000027,Material de escritorio,Eletrodomesticos,Hoover Commercial SteamVac,5.432
8363,CA-2018-147207,2018-01-02,2018-01-04,Segunda classe,TS-21655,Trudy Schmidt,Consumidor,Estados Unidos,El Paso,Texas,79907.0,Centro,FUR-TA-10002958,Moveis,Mesas,"Bevis Oval Conference Table, Walnut",913.43
8364,CA-2018-147207,2018-01-02,2018-01-04,Segunda classe,TS-21655,Trudy Schmidt,Consumidor,Estados Unidos,El Paso,Texas,79907.0,Centro,OFF-ST-10002615,Material de escritorio,Armazenamento,"Dual Level, Single-Width Filing Carts",372.144
8365,CA-2018-137631,2018-04-28,2018-05-02,Classe padrao,JL-15235,Janet Lee,Consumidor,Estados Unidos,Kissimmee,Florida,34741.0,Sul,TEC-PH-10002624,Tecnologia,Telefones,Samsung Galaxy S4 Mini,751.984
8366,CA-2018-157273,2018-01-30,2018-02-02,Primeira classe,SZ-20035,Sam Zeldin,Home office,Estados Unidos,Seattle,Washington,98105.0,Oeste,TEC-PH-10002275,Tecnologia,Telefones,Mitel 5320 IP Phone VoIP phone,604.768
8367,CA-2015-109918,2015-09-07,2015-09-12,Segunda classe,LR-17035,Lisa Ryan,Corporativo,Estados Unidos,Santa Clara,California,95051.0,Oeste,OFF-SU-10004290,Material de escritorio,Suprimentos,"Acme Design Line 8"" Stainless Steel Bent Scissors w/Champagne Handles, 3-1/8"" Cut",27.36
8368,CA-2015-109918,2015-09-07,2015-09-12,Segunda classe,LR-17035,Lisa Ryan,Corporativo,Estados Unidos,Santa Clara,California,95051.0,Oeste,OFF-PA-10000174,Material de escritorio,Papel,"Message Book, Wirebound, Four 5 1/2"" X 4"" Forms/Pg., 200 Dupl. Sets/Book",20.56
8369,CA-2015-109918,2015-09-07,2015-09-12,Segunda classe,LR-17035,Lisa Ryan,Corporativo,Estados Unidos,Santa Clara,California,95051.0,Oeste,OFF-BI-10004308,Material de escritorio,Pastas,Avery Legal 4-Ring Binder,83.92
8370,CA-2017-118745,2017-06-11,2017-06-16,Classe padrao,SV-20365,Seth Vernon,Consumidor,Estados Unidos,Los Angeles,California,90049.0,Oeste,FUR-TA-10003473,Moveis,Mesas,Bretford Rectangular Conference Table Tops,902.712
8371,CA-2017-163972,2017-10-17,2017-10-21,Classe padrao,MG-17890,Michael Granlund,Home office,Estados Unidos,Fresno,California,93727.0,Oeste,FUR-BO-10003894,Moveis,Estantes,"Safco Value Mate Steel Bookcase, Baked Enamel Finish on Steel, Black",120.666
8372,CA-2015-165393,2015-12-27,2015-12-30,Primeira classe,NC-18415,Nathan Cano,Consumidor,Estados Unidos,Fort Worth,Texas,76106.0,Centro,OFF-BI-10001658,Material de escritorio,Pastas,GBC Standard Therm-A-Bind Covers,4.984
8373,CA-2017-113726,2017-11-24,2017-12-01,Classe padrao,SC-20680,Steve Carroll,Home office,Estados Unidos,Seattle,Washington,98105.0,Oeste,FUR-FU-10003535,Moveis,Mobiliario,Howard Miller Distant Time Traveler Alarm Clock,82.26
8374,CA-2017-152940,2017-11-10,2017-11-13,Primeira classe,RO-19780,Rose O'Brian,Consumidor,Estados Unidos,San Francisco,California,94110.0,Oeste,OFF-ST-10000352,Material de escritorio,Armazenamento,Acco Perma 2700 Stacking Storage Drawers,29.74
8375,CA-2016-158701,2016-01-05,2016-01-10,Classe padrao,JL-15175,James Lanier,Home office,Estados Unidos,San Francisco,California,94110.0,Oeste,OFF-AP-10004859,Material de escritorio,Eletrodomesticos,Acco 6 Outlet Guardian Premium Surge Suppressor,87.36
8376,CA-2016-158701,2016-01-05,2016-01-10,Classe padrao,JL-15175,James Lanier,Home office,Estados Unidos,San Francisco,California,94110.0,Oeste,OFF-BI-10001294,Material de escritorio,Pastas,Fellowes Binding Cases,56.16
8377,CA-2018-156272,2018-03-21,2018-03-27,Classe padrao,PW-19030,Pauline Webber,Corporativo,Estados Unidos,Pompano Beach,Florida,33068.0,Sul,OFF-AP-10001242,Material de escritorio,Eletrodomesticos,APC 7 Outlet Network SurgeArrest Surge Protector,64.384
8378,CA-2016-162964,2016-11-12,2016-11-18,Classe padrao,MF-18250,Monica Federle,Corporativo,Estados Unidos,Houston,Texas,77095.0,Centro,OFF-ST-10002344,Material de escritorio,Armazenamento,"Carina 42""Hx23 3/4""W Media Storage Unit",64.784
8379,CA-2016-162964,2016-11-12,2016-11-18,Classe padrao,MF-18250,Monica Federle,Corporativo,Estados Unidos,Houston,Texas,77095.0,Centro,OFF-PA-10003349,Material de escritorio,Papel,Xerox 1957,15.552
8380,CA-2016-162964,2016-11-12,2016-11-18,Classe padrao,MF-18250,Monica Federle,Corporativo,Estados Unidos,Houston,Texas,77095.0,Centro,OFF-EN-10003055,Material de escritorio,Envelopes,"Blue String-Tie & Button Interoffice Envelopes, 10 x 13",223.888
8381,CA-2015-103527,2015-09-09,2015-09-14,Segunda classe,CC-12220,Chris Cortes,Consumidor,Estados Unidos,Chicago,Illinois,60653.0,Centro,OFF-PA-10001622,Material de escritorio,Papel,"Ampad Poly Cover Wirebound Steno Book, 6"" x 9"" Assorted Colors, Gregg Ruled",10.896
8382,CA-2017-134544,2017-03-17,2017-03-19,Segunda classe,AC-10660,Anna Chung,Consumidor,Estados Unidos,San Francisco,California,94109.0,Oeste,TEC-PH-10003800,Tecnologia,Telefones,i.Sound Portable Power - 8000 mAh,84.784
8383,CA-2017-163048,2017-02-08,2017-02-15,Classe padrao,MH-17440,Mark Haberlin,Corporativo,Estados Unidos,Houston,Texas,77036.0,Centro,FUR-CH-10001270,Moveis,Cadeiras,Harbour Creations Steel Folding Chair,241.5
8384,CA-2017-145135,2017-11-26,2017-11-28,Primeira classe,CD-12790,Cynthia Delaney,Home office,Estados Unidos,Shelton,Connecticut,6484.0,Leste,TEC-AC-10003447,Tecnologia,Acessorios,Micropad Numeric Keypads,59.97
8385,CA-2017-145135,2017-11-26,2017-11-28,Primeira classe,CD-12790,Cynthia Delaney,Home office,Estados Unidos,Shelton,Connecticut,6484.0,Leste,OFF-PA-10004285,Material de escritorio,Papel,Xerox 1959,13.36
8386,CA-2018-137582,2018-09-04,2018-09-08,Classe padrao,CV-12805,Cynthia Voltz,Corporativo,Estados Unidos,Oakland,California,94601.0,Oeste,OFF-BI-10001757,Material de escritorio,Pastas,Pressboard Hanging Data Binders for Unburst Sheets,11.808
8387,CA-2016-149601,2016-05-28,2016-06-03,Classe padrao,TB-21625,Trudy Brown,Consumidor,Estados Unidos,Manchester,Connecticut,6040.0,Leste,OFF-ST-10001558,Material de escritorio,Armazenamento,Acco Perma 4000 Stacking Storage Drawers,16.24
8388,CA-2016-149601,2016-05-28,2016-06-03,Classe padrao,TB-21625,Trudy Brown,Consumidor,Estados Unidos,Manchester,Connecticut,6040.0,Leste,OFF-ST-10001328,Material de escritorio,Armazenamento,"Personal Filing Tote with Lid, Black/Gray",77.55
8389,CA-2015-139423,2015-11-01,2015-11-05,Classe padrao,DG-13300,Deirdre Greer,Corporativo,Estados Unidos,Orange,New Jersey,7050.0,Leste,OFF-AP-10004708,Material de escritorio,Eletrodomesticos,Fellowes Superior 10 Outlet Split Surge Protector,76.12
8390,CA-2017-102596,2017-12-27,2017-12-30,Primeira classe,RD-19810,Ross DeVincentis,Home office,Estados Unidos,Akron,Ohio,44312.0,Leste,OFF-FA-10000621,Material de escritorio,Fixadores,"OIC Colored Binder Clips, Assorted Sizes",17.184
8391,CA-2018-153227,2018-12-04,2018-12-06,Primeira classe,CS-12250,Chris Selesnick,Corporativo,Estados Unidos,Los Angeles,California,90032.0,Oeste,OFF-PA-10001838,Material de escritorio,Papel,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",11.76
8392,CA-2018-110625,2018-12-23,2018-12-30,Classe padrao,JB-16045,Julia Barnett,Home office,Estados Unidos,Danbury,Connecticut,6810.0,Leste,FUR-FU-10001473,Moveis,Mobiliario,DAX Wood Document Frame,27.46
8393,CA-2017-142594,2017-12-01,2017-12-06,Segunda classe,EJ-14155,Eva Jacobs,Consumidor,Estados Unidos,Franklin,Massachusetts,2038.0,Leste,TEC-PH-10000193,Tecnologia,Telefones,Jensen SMPS-640 - speaker phone,137.94
8394,CA-2017-142594,2017-12-01,2017-12-06,Segunda classe,EJ-14155,Eva Jacobs,Consumidor,Estados Unidos,Franklin,Massachusetts,2038.0,Leste,FUR-FU-10002045,Moveis,Mobiliario,"Executive Impressions 14""",111.15
8395,CA-2017-142594,2017-12-01,2017-12-06,Segunda classe,EJ-14155,Eva Jacobs,Consumidor,Estados Unidos,Franklin,Massachusetts,2038.0,Leste,OFF-AP-10002945,Material de escritorio,Eletrodomesticos,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,901.95
8396,CA-2017-142594,2017-12-01,2017-12-06,Segunda classe,EJ-14155,Eva Jacobs,Consumidor,Estados Unidos,Franklin,Massachusetts,2038.0,Leste,FUR-TA-10001095,Moveis,Mesas,Chromcraft Round Conference Tables,366.009
8397,CA-2015-152254,2015-06-30,2015-06-30,Mesmo dia,BD-11620,Brian DeCherney,Consumidor,Estados Unidos,Wilmington,North Carolina,28403.0,Sul,OFF-PA-10001144,Material de escritorio,Papel,Xerox 1913,310.688
